10x,10y,10z,12x,12y,12z,13x,13y,13z,30x,30y,30z,
-3.514393,0.140281,0.598913,-4.611381,-0.148539,-0.306560,-5.701336,-0.931464,0.275935,-4.216911,-0.666521,-1.089776,
3.404969,-0.360324,-0.481447,3.999416,0.815140,0.125207,5.302984,1.217569,-0.402253,4.065213,0.657907,1.129653,
-3.882203,-0.851614,-0.173482,-3.585500,0.566635,-0.066750,-4.687555,1.475914,-0.383735,-3.248716,0.750511,0.876909,
-3.682505,0.463406,0.108656,-4.929889,-0.268174,-0.020396,-6.098345,0.402909,0.548728,-4.799531,-1.159898,0.454011,
-3.676967,0.817256,0.059764,-4.435325,-0.282080,-0.528319,-5.731671,-0.582689,0.098260,-4.591524,-0.073321,-1.513296,
-3.445142,-0.121598,0.665359,-4.254723,0.636143,-0.268951,-5.516225,1.158880,0.254823,-4.432479,0.052350,-1.084737,
3.646082,-0.625067,0.802789,4.912380,0.102312,0.822797,5.782257,-0.064433,-0.350461,5.437135,-0.119436,1.664541,
-4.156634,-0.993788,-0.409481,-4.512905,0.131823,0.458025,-4.303271,1.483527,-0.077589,-5.478827,0.048155,0.762124,
3.688577,0.448342,-0.196156,4.931326,-0.096889,0.319929,6.143960,0.488775,-0.251192,4.921940,-1.095032,0.117715,
-3.261109,-0.338990,0.489001,-4.489039,-0.782171,-0.176632,-5.763799,-0.402819,0.445851,-4.470261,-1.792745,-0.270180,
3.852621,0.914239,0.377325,3.671083,-0.463755,-0.045030,4.887199,-1.179417,-0.433140,3.200373,-0.966841,0.705290,
3.451912,0.395919,-0.447898,4.769788,0.414890,0.182460,5.542576,-0.838483,0.181098,5.333323,1.142192,-0.254589,
-3.109530,0.577488,-0.186256,-4.415640,0.713020,0.463887,-5.572387,0.973380,-0.402231,-4.366425,1.451946,1.158073,
3.158268,0.142237,0.431714,4.181424,-0.141450,-0.572472,5.446433,-0.693467,-0.073262,3.800170,-0.773240,-1.276769,
-3.645432,0.658704,0.077115,-4.368886,-0.523855,-0.376858,-5.592606,-0.866891,0.357938,-4.589673,-0.429347,-1.368028,
-3.679573,-0.554561,0.457507,-3.898204,0.592955,-0.411917,-4.344812,1.813813,0.269107,-4.608773,0.338707,-1.096650,
3.630012,0.447070,-0.911536,4.972565,-0.047929,-0.619637,5.661375,0.562773,0.526338,5.564285,0.020244,-1.443206,
3.411765,-0.531814,-0.245839,4.533499,0.384984,-0.332319,5.509103,0.276603,0.751263,4.148012,1.328031,-0.338221,
-3.728413,-0.650534,-0.432550,-3.452093,0.779963,-0.384724,-4.624290,1.631421,-0.146245,-3.047030,1.048793,-1.279918,
3.685101,0.890200,0.425090,4.147953,-0.177589,-0.449827,4.879370,-1.259643,0.219710,4.765979,0.232580,-1.148521,
3.400648,-0.504801,0.114791,4.415871,0.378580,-0.428223,5.280122,1.016143,0.563685,3.929574,1.100455,-0.957748,
-4.065957,-0.972006,-0.673368,-4.069548,0.475396,-0.846076,-4.621308,1.268326,0.262482,-4.573938,0.711662,-1.697510,
-3.644995,-0.601169,-0.636044,-4.578020,-0.038713,0.334581,-5.791501,0.582255,-0.217729,-4.855694,-0.777924,0.978487,
3.922106,-0.849905,1.150611,4.128746,0.567293,0.879850,4.920871,0.900834,-0.313375,4.561547,1.004967,1.690014,
-3.323941,-0.126863,-0.637955,-4.733343,-0.155078,-0.254599,-5.379744,1.130854,0.056072,-5.265846,-0.614854,-0.991196,
3.512350,-0.521277,0.896595,3.392763,0.824059,0.348630,4.665995,1.524917,0.139637,2.834240,1.376449,0.997154,
3.556484,-0.482447,0.740473,3.665344,0.549745,-0.272022,4.364485,1.764508,0.143679,4.150484,0.140120,-1.068574,
2.959710,-0.182873,-0.385602,3.796409,0.829495,0.255976,4.920148,1.335429,-0.546112,3.203815,1.618461,0.510840,
-3.706131,-0.646758,-0.222909,-3.418043,0.779920,-0.151254,-4.513639,1.627649,0.328665,-3.132658,1.109023,-1.072992,
-3.608256,-0.563992,0.375708,-3.807892,0.600428,-0.474092,-4.065903,1.863998,0.221398,-4.576398,0.420329,-1.119576,
-3.616302,0.547929,0.472737,-4.513382,-0.263994,-0.341697,-5.655365,-0.875216,0.348988,-4.854768,0.288505,-1.128001,
-3.952104,-0.586504,0.430256,-4.271326,0.315532,-0.668524,-5.353568,1.283532,-0.436148,-4.517063,-0.244280,-1.482945,
-3.576361,0.650828,0.842077,-3.936458,-0.178435,-0.291163,-4.885439,-1.253426,-0.006310,-4.329184,0.435815,-1.002468,
3.521889,-0.587132,0.668890,3.376485,0.750389,0.109317,4.614850,1.388107,-0.348006,2.936018,1.355708,0.801320,
3.748460,0.006793,-0.424946,4.964843,0.501356,0.213432,6.171229,-0.338969,0.129805,5.182146,1.420118,-0.168724,
3.624741,0.858207,0.308524,4.061487,-0.274487,-0.493792,4.602595,-1.415376,0.249656,4.760183,0.037223,-1.167782,
-3.048407,-0.406425,-0.600875,-3.777664,0.852121,-0.457863,-5.183113,0.755904,-0.038342,-3.719286,1.393865,-1.316051,
-4.004957,0.607326,-0.023629,-4.097004,-0.633556,0.734715,-5.188820,-1.549670,0.372455,-4.194555,-0.400230,1.721203,
-3.901382,-0.836992,-0.480178,-4.188334,0.446895,0.156038,-5.590213,0.882369,0.137880,-3.613195,1.179787,-0.256207,
-3.341630,0.127088,-0.214126,-4.667239,0.043371,0.365654,-5.591615,-0.860788,-0.316073,-5.060123,0.983001,0.368290,
-3.878124,-0.750210,-0.719414,-4.163038,0.560327,-0.137103,-5.553254,1.026601,-0.261381,-3.552672,1.254547,-0.561857,
3.581211,-0.477150,0.749432,3.716249,0.545859,-0.273655,4.316127,1.800402,0.182542,4.296156,0.154795,-1.013546,
2.729614,-0.096811,0.129167,4.080554,0.380371,0.428351,4.349703,1.816485,0.241772,4.302013,0.135416,1.392245,
3.123224,0.007887,0.884287,4.548571,-0.238194,1.039247,5.295630,-0.744257,-0.113697,4.997589,0.597959,1.404344,
3.976354,0.908587,-0.358298,4.104930,-0.399149,0.256449,5.405404,-1.046302,0.082763,3.928579,-0.272903,1.252284,
3.320936,-0.231634,-0.818519,4.759898,-0.028302,-0.751729,5.304237,0.740406,0.368921,5.235236,-0.924129,-0.824675,
3.604653,0.856457,0.382789,3.890448,-0.342188,-0.393256,5.124970,-1.049647,-0.041577,3.111667,-0.993240,-0.305672,
3.561043,0.787145,0.495635,3.827523,-0.479922,-0.172177,4.981223,-1.225980,0.346829,3.003898,-1.069358,-0.072923,
-3.671282,-0.913288,-0.633672,-3.567516,0.375927,0.039827,-4.571135,1.379054,-0.335344,-2.633136,0.742642,-0.124053,
-3.173521,-0.671949,-0.235628,-4.067115,0.405034,-0.656841,-5.399173,0.437674,-0.036725,-4.166166,0.406924,-1.668515,
-3.793629,0.402813,1.031947,-4.307475,-0.282957,-0.151596,-5.725721,-0.660817,-0.119250,-3.751950,-1.114654,-0.345216,
-3.960784,0.753387,-0.162344,-4.136781,-0.644943,0.204974,-5.523879,-1.115574,0.260358,-3.624792,-1.240248,-0.443688,
-3.607498,0.678795,0.823085,-3.978175,-0.165482,-0.299616,-4.837691,-1.301124,0.037438,-4.462635,0.425281,-0.972522,
3.870915,0.757375,0.539225,4.271314,-0.448382,-0.172286,5.698193,-0.777542,-0.108794,3.744501,-1.247459,0.175836,
3.225796,-0.029007,-0.266805,4.617365,0.070658,0.125196,5.342554,1.212690,-0.428167,5.079110,-0.790129,-0.163013,
-3.003025,-0.267874,0.332425,-3.883362,0.601141,-0.445540,-5.094345,1.076213,0.234177,-3.355867,1.406480,-0.782631,
3.758086,-0.382881,1.113179,4.264243,0.527943,0.087705,5.660330,0.963155,0.251467,3.672350,1.354574,0.052922,
-3.876708,0.604333,0.931506,-4.187709,-0.294759,-0.163607,-5.463702,-1.001029,-0.049370,-4.196433,0.269389,-1.012353,
-3.937383,-1.016191,-0.375922,-3.638948,0.289317,0.180800,-4.738111,1.253800,0.107895,-3.403244,0.150450,1.161542,
-3.325159,0.376712,-0.488703,-4.618764,0.849813,-0.027148,-5.816730,0.188491,-0.538832,-4.617924,0.861368,0.991269,
-3.615310,-0.588476,0.370990,-3.625905,0.650851,-0.393918,-4.675186,1.610137,-0.037758,-2.722896,1.112691,-0.297492,
-3.425521,-0.397870,-0.600898,-4.575597,-0.415530,0.281355,-5.674103,0.482204,-0.072784,-4.257621,-0.222179,1.229959,
3.600292,-0.604556,-0.124681,2.867271,0.651518,0.003244,3.644945,1.871293,0.268685,2.158907,0.531617,0.723587,
3.377463,-0.028505,-0.221000,4.767937,0.189091,-0.621716,5.789186,-0.699460,-0.041328,4.825786,0.124216,-1.636711,
3.952496,-0.712790,-0.423261,4.136991,0.691392,-0.079906,5.521917,1.173495,-0.166735,3.570469,1.259143,-0.705414,
-3.893842,-0.652658,0.245078,-3.655891,0.703250,0.731008,-3.828456,1.774898,-0.257606,-4.255268,0.896560,1.528984,
-3.557665,-0.553183,0.502085,-3.555924,0.743517,-0.162401,-4.520658,1.715611,0.367723,-2.625240,1.144664,-0.070139,
-3.844236,-0.647969,0.752528,-4.255298,0.574960,0.075652,-5.657015,0.959108,0.289058,-3.670308,1.341738,0.398854,
-3.918378,-0.555877,-0.620419,-3.391277,0.569695,0.127618,-4.237489,1.764415,0.114952,-3.287912,0.264673,1.093575,
3.197392,-0.150598,-0.658338,3.936306,0.853286,0.099652,5.277741,1.184716,-0.403154,3.380857,1.707022,0.127791,
3.424148,-0.584860,0.270606,4.478668,0.089297,-0.460460,5.492112,0.767340,0.346273,4.050705,0.746931,-1.110595,
3.163400,0.634875,-0.064057,4.493750,0.709758,-0.642455,5.613757,1.018934,0.243068,4.670620,-0.146030,-1.165610,
-3.248772,0.127501,0.701738,-4.199016,0.675680,-0.259788,-5.485496,1.128410,0.289331,-3.756271,1.459538,-0.737020,
3.792839,-0.636274,0.295974,3.700143,0.520500,-0.589543,3.663868,1.830253,0.072412,4.468646,0.512212,-1.254818,
3.499274,-0.511825,0.701996,3.565953,0.582067,-0.244236,4.047574,1.861958,0.271312,4.123413,0.291071,-1.045462,
3.282289,0.023980,0.183400,4.731863,-0.083766,0.352021,5.542670,1.104802,0.037639,4.925638,-0.359103,1.313497,
3.228263,-0.249324,-0.531290,3.992563,0.646420,0.329160,5.391787,0.880506,-0.046626,3.511868,1.542875,0.402135,
3.606603,0.890865,-0.243286,3.171807,-0.442648,0.160469,4.195337,-1.493699,0.263333,2.434235,-0.741741,-0.473013,
-3.314801,-0.782942,0.073970,-4.339803,0.243879,0.167768,-5.709292,-0.144495,-0.187321,-4.326150,0.590191,1.124990,
3.671708,-1.007821,-0.488383,4.991627,-0.947924,0.108241,5.971615,-0.017295,-0.444589,4.902554,-0.834620,1.115260,
3.391590,-0.006229,-0.388273,4.742797,0.328872,0.021989,5.569177,-0.808129,0.423909,4.659210,0.971790,0.808188,
3.077640,-0.102447,-0.413117,4.214632,0.027329,0.501099,5.473823,-0.633056,0.113143,3.944057,-0.322838,1.416957,
3.528077,-0.684216,0.757584,3.840511,0.286528,-0.269826,4.578942,1.473689,0.155783,4.330582,-0.182125,-1.029693,
-3.280826,0.080695,0.638256,-4.258106,0.367390,-0.405393,-5.598552,0.762619,0.042220,-3.889707,1.083531,-1.031047,
-3.720611,0.205552,-1.072407,-5.082596,0.379372,-0.607313,-5.858919,-0.802954,-0.244666,-5.099551,1.073635,0.136061,
2.540089,-0.027779,-0.635189,3.879600,0.528965,-0.838659,4.445719,1.291582,0.284168,3.894613,1.109157,-1.673529,
-3.081338,-0.405953,-0.761640,-3.731909,0.885185,-0.522552,-5.198848,0.894201,-0.441412,-3.450048,1.538691,-1.246426,
3.441297,-0.146290,-0.277600,3.977479,0.884502,0.594775,5.326477,1.375856,0.294018,3.959267,0.517619,1.543983,
3.458980,0.479031,-0.909945,4.033808,-0.124149,0.292774,5.263896,-0.902944,0.101439,3.340964,-0.718982,0.744712,
3.677211,-0.740138,0.685822,4.423689,0.514937,0.720927,5.238515,0.825114,-0.463404,5.006956,0.560239,1.552153,
3.681376,-0.765511,-0.522724,4.546347,0.204388,0.126571,4.153399,1.612543,0.025547,4.604139,-0.052722,1.109673,
-3.984215,-0.919909,-0.497377,-4.077809,0.226869,0.407433,-3.513156,1.500787,-0.055873,-5.043917,0.373898,0.685412,
-3.504251,0.038325,0.406442,-4.271931,0.474263,-0.747306,-5.596055,1.049105,-0.487540,-4.370679,-0.327833,-1.366007,
3.396420,0.558058,0.576576,4.591097,0.039029,-0.100107,4.711691,-1.416769,-0.290417,5.420528,0.364652,0.385761,
-2.729276,-0.212857,-1.296021,-4.115785,-0.132650,-0.824152,-4.453606,1.009221,0.038982,-4.755026,-0.142384,-1.614142,
-3.304977,-0.051853,-0.008681,-4.711753,0.141113,0.338141,-5.678193,-0.704972,-0.371839,-4.834610,0.012023,1.342489,
-3.404528,0.493576,0.884480,-3.951913,-0.393495,-0.143357,-5.148786,-1.157053,0.244249,-3.230319,-1.052610,-0.425844,
-3.864981,-0.537430,-0.973099,-4.021590,0.474732,0.072617,-3.215123,1.696140,-0.042379,-5.000260,0.730650,0.167010,
3.522295,-0.507027,0.692710,3.614555,0.565177,-0.280855,4.008595,1.872886,0.241883,4.254571,0.280470,-1.020138,
-3.284425,-0.386869,0.527629,-4.328315,0.455532,-0.068508,-4.135808,1.915705,-0.068931,-5.217982,0.253424,0.376075,
-3.267310,0.111517,-0.408083,-4.685674,-0.023364,-0.131874,-5.341900,1.190163,0.351409,-4.778374,-0.753284,0.573184,
-2.830415,0.381362,-0.250222,-4.112444,-0.106699,0.262625,-5.230271,0.852391,0.314820,-3.973513,-0.480529,1.198326,
3.843920,0.677891,-0.050884,3.507581,-0.719272,0.178059,4.596940,-1.695307,0.052641,3.110966,-0.782693,1.113091,
-3.200207,-0.652450,-0.554188,-4.026256,0.556684,-0.599638,-5.465676,0.398422,-0.352417,-3.905317,1.008964,-1.500331,
3.317366,0.047237,0.124231,4.618331,-0.052155,-0.501521,5.489220,-1.124675,-0.024796,5.092213,0.846388,-0.427155,
-3.387282,-0.491826,0.775760,-3.612108,0.884998,0.352365,-4.960876,1.197329,-0.131975,-3.373589,1.527387,1.103087,
-3.945381,-0.853333,-0.457091,-4.056170,0.495421,0.061471,-5.246142,1.248468,-0.334398,-3.991518,0.453156,1.077775,
-3.473628,-0.764021,0.574245,-3.914608,0.615177,0.406506,-5.257405,0.798525,-0.153751,-3.852124,1.115549,1.288933,
3.815747,0.625037,0.534005,3.587037,-0.699431,-0.022872,4.772379,-1.471331,-0.415034,3.058988,-1.228453,0.667624,
2.871702,0.008386,0.971552,2.855801,0.905007,-0.171715,2.951896,2.329121,0.155925,3.652962,0.651032,-0.754646,
-3.204214,-0.038203,-0.155706,-4.575969,-0.086732,0.301833,-5.264739,-1.367785,0.159751,-5.105843,0.652134,-0.157196,
3.197681,0.137474,0.910043,4.622345,-0.147510,0.875198,5.068377,-1.035257,-0.204856,5.111084,0.742680,0.795893,
-3.556763,0.702732,0.729425,-3.880212,-0.258872,-0.307825,-4.538813,-1.486112,0.138020,-4.448440,0.202361,-1.015948,
-3.516703,-0.633166,-1.012637,-3.490009,0.473288,-0.063365,-4.321858,1.633198,-0.404480,-2.522476,0.763478,0.055291,
-3.117380,-0.281493,-0.715579,-2.976069,0.788067,0.258078,-3.334316,2.121613,-0.230455,-3.586713,0.554250,1.040554,
3.072563,0.497828,-1.148568,4.336518,0.316141,-0.426536,4.544166,-0.988217,0.220374,5.121653,0.499818,-1.045146,
-3.762078,0.786655,-0.230019,-3.593771,-0.540049,0.335625,-4.356513,-1.594193,-0.334445,-2.604740,-0.774152,0.298687,
3.709481,0.846493,-0.642294,4.468739,-0.400822,-0.753187,5.550930,-0.612488,0.218824,4.860981,-0.474506,-1.686474,
-3.293511,0.096334,-0.716706,-4.754224,0.190333,-0.615383,-5.467439,-1.008323,-0.153804,-5.134458,0.455502,-1.518458,
-3.322250,-0.448421,-0.027301,-4.493441,-0.372286,-0.905215,-5.833641,-0.349626,-0.296340,-4.460250,-1.131437,-1.577840,
-3.591778,0.436773,1.045256,-4.496328,-0.653258,0.689440,-5.461962,-0.378665,-0.385160,-4.992697,-0.988170,1.510797,
3.666032,-0.553479,-0.550171,3.485418,0.649234,0.243186,3.978136,1.877219,-0.381816,2.492012,0.752299,0.435181,
3.188936,0.121711,0.935823,4.607024,-0.189586,0.928798,5.099550,-0.990900,-0.194293,5.114618,0.691760,0.964015,
3.803102,-0.735993,0.909094,4.314315,0.226293,-0.051496,3.597887,1.499053,-0.169995,4.396317,-0.229118,-0.957439,
-4.246042,-0.970582,-0.237212,-4.492781,0.238691,0.527724,-4.179384,1.522283,-0.096089,-4.046094,0.147439,1.436027,
3.327551,-0.078887,-0.171571,4.713097,-0.034327,0.260436,5.433390,1.227982,0.063905,5.205695,-0.779904,-0.226292,
3.433359,0.193555,0.063632,4.746220,0.168893,-0.556461,5.657940,-0.903935,-0.145187,5.184372,1.068678,-0.372359,
3.445918,-0.502181,0.765501,3.817686,0.444138,-0.286778,4.896965,1.384480,0.039957,2.999192,0.977780,-0.575433,
4.149522,-0.889004,0.865113,4.643145,0.005217,-0.166705,4.333240,1.428233,-0.048491,4.370091,-0.361049,-1.074551,
-3.135229,-0.266848,-0.716605,-2.992599,0.799208,0.265534,-3.303941,2.139058,-0.242625,-3.645889,0.590006,1.019391,
3.835303,-0.379513,0.805116,4.046398,0.770512,-0.057227,3.028653,1.823766,-0.030783,4.202349,0.440863,-1.006944,
-3.456698,-0.129918,1.096832,-4.584266,-0.891280,0.588880,-5.571177,-0.154320,-0.205198,-4.207784,-1.653630,0.029408,
3.703457,0.537531,0.068019,4.377467,-0.541108,0.785634,5.645723,-1.045410,0.231085,4.539049,-0.242124,1.745785,
3.672584,-0.231950,-1.032749,5.010511,0.273391,-0.763916,5.722262,-0.297764,0.387869,5.586140,0.147929,-1.593927,
-3.718545,-0.936303,-0.524907,-3.620728,0.277048,0.276508,-4.688556,1.263909,0.099065,-2.709966,0.705687,0.124472,
3.383689,-0.349477,-0.819636,4.795483,-0.080627,-0.613376,5.132683,0.944882,0.376781,5.240932,-0.958823,-0.356519,
-3.658498,-1.073777,0.149581,-4.920256,-0.717793,0.781481,-5.806328,0.190452,0.040036,-5.436245,-1.568825,0.994999,
-3.186185,0.469914,0.153083,-4.450024,0.354343,0.885919,-5.696594,0.758803,0.215494,-4.378979,0.860602,1.762528,
-3.370070,-0.351023,-0.819950,-4.817874,-0.386711,-0.665295,-5.411137,0.568617,0.279682,-5.254171,-0.253428,-1.575002,
-3.053565,-0.413349,0.287032,-3.700322,0.650490,-0.459492,-4.667768,1.439294,0.304518,-4.184018,0.208558,-1.239292,
3.637792,-0.750234,1.119420,3.397841,0.646486,0.797905,4.322838,1.280451,-0.149157,2.434914,0.777529,0.505923,
-3.036669,-0.402170,0.286046,-3.641171,0.695627,-0.441847,-4.682267,1.425641,0.279998,-4.036983,0.311826,-1.298320,
-3.715593,0.910358,0.166509,-4.945731,0.514213,0.856198,-6.054834,-0.032926,0.056082,-5.298231,1.295781,1.398884,
-3.801888,-1.087294,-0.626222,-3.657021,0.355611,-0.714686,-4.433872,1.164937,0.231369,-2.675620,0.612235,-0.692695,
3.285837,-0.401778,0.618194,4.271409,0.657296,0.764888,5.479263,0.530466,-0.057398,3.806947,1.534085,0.534571,
3.189585,0.095333,0.932621,4.641260,0.149618,1.037609,5.377034,0.636836,-0.136680,4.896894,0.722822,1.838735,
-3.351852,-0.649713,-0.322339,-4.473945,0.157591,-0.773282,-5.577240,0.316907,0.179717,-4.107474,1.078060,-1.009667,
-3.410913,-0.510665,-0.854799,-4.827885,-0.320338,-0.594022,-5.193781,0.799786,0.282899,-5.219012,-1.179443,-0.215146,
3.801434,0.807227,0.151656,3.636755,-0.485091,-0.485103,4.557491,-1.532436,-0.045159,2.674346,-0.795656,-0.373135,
3.374363,-0.468819,0.816148,3.718492,0.622454,-0.097041,4.760170,1.547269,0.377379,2.878724,1.161435,-0.295096,
3.224851,-0.098495,1.044586,4.655845,0.141529,0.963299,5.135180,0.892546,-0.204629,5.149371,-0.746572,1.011447,
3.550242,-0.589270,0.634495,3.534634,0.630206,-0.166315,4.515225,1.652527,0.213100,3.680124,0.400044,-1.147490,
3.472007,-0.651449,-0.675136,4.343047,0.224396,0.104362,4.064674,1.665432,0.023839,5.317907,0.056737,-0.129603,
3.683175,0.309950,-1.067387,5.070665,0.543403,-0.710960,5.709479,-0.354374,0.261946,5.172231,1.501976,-0.384677,
-3.693425,-0.385231,0.233852,-3.843652,0.615845,-0.814298,-4.170631,1.984692,-0.387917,-4.570438,0.303148,-1.455516,
3.114906,-0.218274,0.723230,4.570174,-0.208400,0.910070,5.348368,-1.172757,0.120803,4.781388,-0.360449,1.891241,
-3.772803,-0.797711,0.689959,-4.013066,0.426097,-0.071771,-5.356326,1.009215,0.039358,-3.802244,0.273199,-1.057040,
-3.718713,-0.661147,-0.197840,-3.525506,0.740980,0.157221,-4.557104,1.666208,-0.322859,-3.462142,0.834412,1.169200,
-3.798926,-0.923928,0.598514,-4.058003,0.202977,-0.296204,-5.441922,0.704035,-0.312178,-3.800430,-0.059387,-1.245227,
-3.389616,-0.768143,0.684976,-4.490471,0.111333,0.324550,-4.183349,1.425853,-0.242551,-5.154408,-0.382250,-0.266135,
3.201137,0.400085,0.413190,4.031848,-0.293078,-0.550506,5.179330,-1.004999,0.009661,4.362947,0.397826,-1.221565,
-3.718714,-0.543705,0.525333,-3.552896,0.608481,-0.339309,-4.236990,1.827981,0.087750,-2.560721,0.790930,-0.471379,
3.817477,-0.576814,0.382006,3.721147,0.565081,-0.527824,4.051917,1.872381,0.049898,4.326662,0.410695,-1.327607,
-3.670764,-1.067867,-0.390809,-4.993220,-1.095521,0.206760,-5.774399,0.149139,0.247162,-4.921782,-1.465363,1.152186,
3.716017,0.701081,0.263942,4.106869,-0.205655,-0.807503,4.730536,-1.477446,-0.411772,4.752778,0.284286,-1.423842,
-3.214831,0.413289,-0.422677,-4.084307,-0.235100,0.541605,-5.166349,-1.030448,-0.039767,-4.492133,0.503701,1.111741,
3.453867,-0.444664,-1.033007,4.549022,0.046353,-0.200724,4.453139,1.441531,0.251928,5.441383,-0.095498,-0.666292,
3.659879,0.473612,-0.377909,3.333976,-0.948688,-0.372732,4.422892,-1.877313,-0.030952,2.986676,-1.197411,-1.296917,
-3.486351,-0.418058,-0.317982,-4.580330,-0.447644,0.636652,-5.667611,0.516098,0.440560,-4.180035,-0.320771,1.564178,
-3.928149,-0.608117,0.202737,-3.668345,0.741168,0.705990,-4.181918,1.840491,-0.118953,-4.062609,0.834706,1.636601,
-3.697635,-0.456695,-0.355295,-4.556404,0.079947,0.696709,-5.755380,0.831065,0.286348,-4.844237,-0.685121,1.304300,
3.474897,-0.402820,0.052833,4.459460,0.235748,-0.802455,5.440213,1.113865,-0.157571,3.952536,0.759757,-1.513132,
2.759365,-0.021140,0.933278,2.784137,0.839860,-0.237096,2.497054,2.255963,0.006131,3.695757,0.745989,-0.682823,
2.738897,-0.052651,0.935302,2.769271,0.819589,-0.222824,2.587039,2.249622,0.033656,3.644064,0.660445,-0.721213,
3.142534,0.219377,-0.850951,4.232129,0.162538,0.103814,5.409545,-0.587529,-0.330208,4.502837,1.122048,0.312414,
-3.671720,0.354215,-0.220553,-4.962802,-0.252837,0.043620,-6.114180,0.544251,-0.379171,-5.000760,-1.152925,-0.431065,
3.283569,-0.570957,-0.675790,4.172832,0.549375,-0.411304,3.598129,1.802852,0.079864,4.940534,0.254186,0.185953,
-3.469390,0.268983,0.781535,-3.281450,-1.011044,0.107118,-4.496410,-1.708710,-0.342288,-2.777493,-1.631187,0.737979,
-3.005344,-0.318364,-0.708050,-2.884627,0.751677,0.263590,-2.931481,2.117199,-0.263126,-3.605459,0.623656,0.972806,
-3.682626,0.338532,-0.396137,-4.934620,-0.283188,-0.010971,-6.146736,0.473897,-0.321077,-4.897214,-0.486218,0.986648,
3.883529,-0.850859,-1.019735,4.435713,0.490985,-0.970934,5.030063,0.955804,0.284582,3.752859,1.169814,-1.295600,
3.548251,-0.308220,0.549618,3.576915,0.555914,-0.614738,4.133220,1.901557,-0.447010,4.079768,0.067342,-1.352429,
3.709823,-0.302987,0.851349,5.040624,0.275870,0.652368,5.980073,-0.414963,-0.247299,5.493893,0.403948,1.551099,
3.244183,-0.445826,-0.169085,4.597012,-0.525304,-0.702045,5.718925,-0.242631,0.197707,4.681208,-0.018430,-1.578291,
-3.461429,0.627256,-0.761982,-4.412467,-0.218882,-0.037784,-4.438932,-1.644780,-0.390322,-5.349341,0.154256,-0.152812,
-3.029330,-0.294023,-0.700776,-2.901946,0.762511,0.289225,-2.850515,2.128191,-0.239620,-3.676067,0.678265,0.946656,
3.111094,0.362315,0.324663,4.490986,0.467542,0.777772,5.533387,0.732695,-0.217910,4.741207,-0.307051,1.385460,
4.045273,-0.785560,-0.756671,4.368067,0.625081,-0.874920,4.698742,1.370207,0.341758,3.640482,1.115788,-1.387057,
3.391514,0.422527,-0.265423,4.649056,0.207377,-0.963650,5.898440,0.247821,-0.199164,4.575318,-0.667108,-1.477893,
2.619757,0.127426,0.976522,2.607280,-1.029624,0.087000,3.910508,-1.642766,-0.205880,1.996556,-1.745644,0.474309,
3.442921,0.463021,1.062056,4.599875,-0.043769,0.320979,4.768473,-1.502078,0.264305,5.448197,0.359366,0.705722,
-3.423783,-0.730274,0.593926,-4.403117,0.198246,0.055852,-3.931766,1.571783,-0.156011,-4.731396,-0.181262,-0.830555,
-3.879630,-0.398366,-0.622138,-4.108885,0.707974,0.307126,-5.483740,1.226148,0.420390,-3.495813,1.482953,0.066007,
3.244104,0.422701,-0.346582,4.552698,0.314420,-0.971882,5.733248,0.751055,-0.221783,4.668393,-0.644852,-1.289775,
-3.589671,0.452565,0.669484,-3.868945,-0.173332,-0.608359,-4.695498,-1.383803,-0.604966,-4.290535,0.527683,-1.213699,
3.190660,0.083617,-0.003846,4.645644,0.013845,0.117035,5.397977,1.153686,-0.420016,4.898945,-0.117714,1.096320,
-3.679291,-0.534212,0.096196,-4.912896,0.130849,0.468242,-6.130848,-0.670589,0.355139,-5.000801,0.977579,-0.091426,
3.488988,0.676584,0.772449,3.881605,-0.683064,0.407871,5.317107,-0.916655,0.229775,3.534519,-1.334246,1.104485,
-2.859359,-0.076850,0.911294,-4.108314,0.074788,0.191287,-5.162806,-0.869929,0.555499,-4.437829,1.025114,0.351656,
3.409455,-0.444825,-0.880423,3.565141,0.934837,-0.423533,4.940180,1.430179,-0.317329,3.048756,1.554817,-1.039025,
-3.768270,-0.683868,0.906682,-3.993923,0.455165,0.037342,-5.377607,0.925921,-0.029816,-3.404415,1.211178,0.382290,
-3.827882,-0.935422,0.078848,-3.931645,0.516859,-0.047464,-5.274991,1.089486,0.108467,-3.547893,0.819457,-0.941758,
-3.322029,-0.493704,0.548807,-4.056534,0.689229,0.133651,-3.279742,1.931555,0.061810,-4.459063,0.494826,-0.781600,
3.741389,-0.878348,0.521935,5.025683,-0.385255,0.985203,6.038371,0.023906,0.009003,4.861058,0.354687,1.661685,
3.415860,0.150272,0.005940,4.708473,0.099375,-0.648489,5.665530,-0.905814,-0.177836,5.128391,1.024431,-0.588437,
-3.837604,-0.999493,-0.179851,-3.951089,0.449049,-0.342971,-5.318590,0.992578,-0.309498,-3.519652,0.719552,-1.224192,
3.565707,0.519083,0.428250,3.788682,-0.537976,-0.551153,5.000682,-1.354348,-0.384352,2.985537,-1.161961,-0.541262,
3.952138,0.610229,-0.398114,4.013403,-0.555285,0.464953,5.225419,-1.379393,0.403804,3.873876,-0.230483,1.420026,
3.584886,-0.305154,0.538105,3.633541,0.544699,-0.640028,4.091551,1.925191,-0.448976,4.228457,0.086923,-1.326735,
